character,episode_number,episode_title,quote,season,tokening,emotions,polaridad,subjetividad,neg,neu,pos,compound
Monica,16,Rachel`s Going Away Party,No.,10,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Phoebe,19,All The Haste,"What? Oh, are you pregnant too?!",4,oh pregnant,"[0.3333333333333333, 0.5, 0.0, 1.0, 0.0, 0.0]",0.3333333333333333,0.5,0.0,1.0,0.0,0.0
Chandler,17,"The Last One, Part I & II","Monica, we are not ready to have two babies!",10,monica ready baby,"[0.2, 0.5, 0.0, 0.444, 0.556, 0.3612]",0.2,0.5,0.0,0.444,0.556,0.3612
Rachel,24,Barry And Mindy`s Wedding,Hi.,2,hi,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,12,All The Jealousy,"Well, if the magician can open my beer with his but cheeks, then all right.",3,magician open beer cheek right,"[0.14285714285714285, 0.5178571428571428, 0.0, 1.0, 0.0, 0.0]",0.14285714285714285,0.5178571428571428,0.0,1.0,0.0,0.0
Phoebe,2,The Red Sweater,All right. (She sits down like she`s pregnant again.),8,right sit like pregnant,"[0.30952380952380953, 0.5178571428571428, 0.0, 0.545, 0.455, 0.3612]",0.30952380952380953,0.5178571428571428,0.0,0.545,0.455,0.3612
Monica,18,Joey`s Award,Have you seen Chandler?,7,see chandler,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,1,Ross`s New Girlfriend,"Ironically, these are the guys who were picked last in gym.",2,ironically guy pick gym,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,7,Chandler Crosses The Line,Who?,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Phoebe,1,Joey and Rachel Kiss,Aaah... you`re not good at this...,10,aaah good,"[0.7, 0.6000000000000001, 0.0, 0.256, 0.744, 0.4404]",0.7,0.6000000000000001,0.0,0.256,0.744,0.4404
Ross,5,Phoebe`s Birthday Dinner,"I would, but I bruise like a peach. Besides, yyou know, everything is gonna be fine. The babys sleeping.",9,bruise like peach yyou know going to fine baby sleep,"[0.4166666666666667, 0.5, 0.0, 0.65, 0.35, 0.5106]",0.4166666666666667,0.5,0.0,0.65,0.35,0.5106
Chandler,16,The Fake Party,Without me?!,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Joey,22,Joey`s Big Break,(to the family) Sorry about that. Thanks for waitin`.,5,family sorry thank waitin,"[-0.5, 1.0, 0.224, 0.345, 0.431, 0.296]",-0.5,1.0,0.224,0.345,0.431,0.296
Phoebe,6,Ross`s Grant,"Girls, girls, stop, ok? We`ll flip a coin. Heads, she`s Rachel`s, tails she`s Monica`s. (she flips the coin). Tails! Monica, she`s yours!",10,girl girl stop ok flip coin head tail flip coin tail monica,"[0.5, 0.5, 0.153, 0.694, 0.153, 0.0]",0.5,0.5,0.153,0.694,0.153,0.0
Rachel,23,Chandler And Monica`s Wedding,I`ll do it.,7,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Ross,1,Ross Says Rachel,Okay!,5,okay,"[0.5, 0.5, 0.0, 0.0, 1.0, 0.2263]",0.5,0.5,0.0,0.0,1.0,0.2263
Phoebe,5,Frank Jr.,"No, no, no, I wouldn`t do you myself, I mean that would be weird. Yeah, no, I`ll get one of the other girls to do it. Oh, this will be so much fun! Hey! Are you excited?",3,mean weird yeah girl oh fun hey excited,"[-0.03437499999999999, 0.659375, 0.125, 0.294, 0.581, 0.7351]",-0.03437499999999999,0.659375,0.125,0.294,0.581,0.7351
Rachel,8,Rachel`s Other Sister,"Honey, you`re taking this the wrong way. We think you`re going to be a wonderful parent. It`s just.. you`re more the fun parent.",9,honey take wrong way think go wonderful parent fun parent,"[0.26666666666666666, 0.7000000000000001, 0.181, 0.409, 0.409, 0.5994]",0.26666666666666666,0.7000000000000001,0.181,0.409,0.409,0.5994
Ross,14,Princess Consuela,But also knowing it means a lot.,10,know mean lot,"[-0.3125, 0.6875, 0.0, 1.0, 0.0, 0.0]",-0.3125,0.6875,0.0,1.0,0.0,0.0
Monica,14,Joey`s Dirty Day,"Uh-oh, what`s the matter?",4,uh oh matter,"[0.0, 0.0, 0.0, 0.645, 0.355, 0.0258]",0.0,0.0,0.0,0.645,0.355,0.0258
Monica,10,Monica`s Boots,I can`t do that either! The soles` are already a little scuffed up and the insides are filled with my blood.,8,sol little scuff inside fill blood,"[-0.1875, 0.5, 0.0, 1.0, 0.0, 0.0]",-0.1875,0.5,0.0,1.0,0.0,0.0
Monica,5,Five Steaks And An Eggplant,Like?,2,like,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.3612]",0.0,0.0,0.0,0.0,1.0,0.3612
Chandler,8,The Thanksgiving Flashbacks,"Well, as long as the pilgrims didn`t eat it, I`m in.",5,long pilgrim eat,"[-0.05, 0.4, 0.0, 1.0, 0.0, 0.0]",-0.05,0.4,0.0,1.0,0.0,0.0
Phoebe,23,In Vegas,"Oh yeah, so you can walk around naked.",5,oh yeah walk naked,"[0.0, 0.4, 0.0, 0.577, 0.423, 0.296]",0.0,0.4,0.0,0.577,0.423,0.296
Monica,22,Chandler`s Dad,It`s your suitcase. We`re going to Las Vegas.,7,suitcase go las vegas,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,8,The Giant Poking Device,I don`t care! (turns around and to the people watching them) I don`t care!!,3,care turn people watch care,"[0.0, 0.0, 0.0, 0.319, 0.681, 0.7506]",0.0,0.0,0.0,0.319,0.681,0.7506
Monica,18,The Lottery,"Right! .. but we ""know"" what you`re wishing for!",9,right know wish,"[0.2857142857142857, 0.5357142857142857, 0.0, 0.426, 0.574, 0.4019]",0.2857142857142857,0.5357142857142857,0.0,0.426,0.574,0.4019
Phoebe,15,"That Could Have Been, Part I & II",No. I`ve learned my lesson.,6,learn lesson,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,16,Rachel`s Going Away Party,"Hey, is Chandler here? We talked about catching a movie.",10,hey chandler talk catch movie,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,16,Joey Tells Rachel,Y`know what? I am going to take you out to dinner tonight. I found this place that makes the greatest mozzarella sticks and jalepino poppers . (Monica doesn`t look impressed.) No? Really? They taste so good.,8,go dinner tonight find place make great mozzarella stick jalepino popper monica look impressed taste good,"[0.8333333333333334, 0.7833333333333333, 0.0, 0.563, 0.437, 0.8779]",0.8333333333333334,0.7833333333333333,0.0,0.563,0.437,0.8779
Phoebe,2,No One`s Ready,All right all ready.,3,right ready,"[0.24285714285714285, 0.5178571428571428, 0.0, 0.286, 0.714, 0.3612]",0.24285714285714285,0.5178571428571428,0.0,0.286,0.714,0.3612
Chandler,17,The Memorial Service,"Great, a faster way to tell people that I`m unemployed and childless .",9,great fast way tell people unemployed childless,"[0.5, 0.675, 0.0, 0.594, 0.406, 0.6249]",0.5,0.675,0.0,0.594,0.406,0.6249
Chandler,14,The Secret Closet,"Hey Pheebs, what`s up?",8,hey pheebs,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,7,Ross Moves In,(upon seeing Rachel she points) Oh.,5,see rachel point oh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,14,The Prom Video,"Oh, well, you know, they`re just separated so, you know, never know, we`ll see.",2,oh know separate know know,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,21,The Cooking Class,"(interrupting her) Okay. Okay. If uh, if you`re gonna do this, then I`m gonna do that. (Points to the bathroom.) So (Starts for the bathroom.)",8,interrupt okay okay uh going to going to point bathroom start bathroom,"[0.5, 0.5, 0.158, 0.592, 0.25, 0.1027]",0.5,0.5,0.158,0.592,0.25,0.1027
Chandler,19,All The Haste,Santa pants. (Phoebe still doesn`t get it.) Santa Claus`s pants.,4,santa pant phoebe santa pant,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,13,Chandler Takes A Bath,That`s what you just said!,8,say,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,8,Nana Dies Twice,"Yeah, just... just Nana stuff.",1,yeah nana stuff,"[0.0, 0.0, 0.0, 0.476, 0.524, 0.296]",0.0,0.0,0.0,0.476,0.524,0.296
Rachel,5,The Kips,Uh-huh!,5,uh huh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,18,Rachel`s New Dress,"She`s totally right! When we were together, you got all freaked out about Mark and there was nothing going on.",4,totally right got freak mark go,"[0.2857142857142857, 0.5357142857142857, 0.388, 0.612, 0.0, -0.4877]",0.2857142857142857,0.5357142857142857,0.388,0.612,0.0,-0.4877
Monica,4,The Sharks,Is this not the good part? Do you want me to fast forward to something a little toothier.,9,good want fast forward little toothier,"[0.23749999999999996, 0.5666666666666668, 0.0, 0.488, 0.512, 0.4939]",0.23749999999999996,0.5666666666666668,0.0,0.488,0.512,0.4939
Phoebe,18,Joey`s Award,"I`m a lady Monica, I don`t kiss and tell. But this hickey speaks for itself. (She starts to open up her blouse.)",7,lady monica kiss tell hickey speak start open blouse,"[0.0, 0.5, 0.0, 0.741, 0.259, 0.4215]",0.0,0.5,0.0,0.741,0.259,0.4215
Rachel,15,Ross And Rachel... You Know,OK. [start kissing again and Rachel starts lauging again],2,ok start kiss rachel start lauge,"[0.5, 0.5, 0.0, 0.444, 0.556, 0.6124]",0.5,0.5,0.0,0.444,0.556,0.6124
Rachel,13,Rachel`s Sister,Rachel.,6,rachel,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,11,The Apothecary Table,"Uck, look at this! Pottery Barn, yuck!",6,uck look pottery barn yuck,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,2,Rachel`s Book,"Eh, forget about the future and stuff! So we only have two kids, y`know? We`ll pick our favorite and that one will get to go to college.",7,eh forget future stuff kid pick favorite college,"[0.25, 0.5625, 0.174, 0.55, 0.275, 0.2732]",0.25,0.5625,0.174,0.55,0.275,0.2732
Phoebe,9,Ross Got High,"Wow, that sounds great! And what are you making Monica, in case Rachel`s dessert is...[about to say bad] so good that I eat all of it. There`s none left for anybody else!",6,wow sound great make monica case dessert good eat leave anybody,"[0.5, 0.6875, 0.063, 0.368, 0.568, 0.891]",0.5,0.6875,0.063,0.368,0.568,0.891
Phoebe,7,Phoebe Runs,"Oh, you`re no ordinary roommate are you?",6,oh ordinary roommate,"[-0.25, 0.5, 0.0, 1.0, 0.0, 0.0]",-0.25,0.5,0.0,1.0,0.0,0.0
Ross,14,The Candy Hearts,"Oh, and she`s pregnant with my baby. I always forget that part. (to Carol and Susan) Helloo!",1,oh pregnant baby forget carol susan helloo,"[0.3333333333333333, 0.5, 0.241, 0.759, 0.0, -0.2263]",0.3333333333333333,0.5,0.241,0.759,0.0,-0.2263
Rachel,23,Chandler And Monica`s Wedding,"Yeah but, maybe it`s not what we think. Maybe it`s tell Monica I`m sorry Idrank the last of the milk.",7,yeah maybe think maybe tell monica sorry drink milk,"[-0.5, 1.0, 0.124, 0.667, 0.21, 0.2263]",-0.5,1.0,0.124,0.667,0.21,0.2263
Phoebe,18,Rachel Smokes,"(entering, carrying two garbage bags) Hey!",5,enter carry garbage bag hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,4,The Ballroom Dancing,Go get em Treeger.,4,treeger,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,12,All The Jealousy,"Please, I`m not going for anything.",3,go,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,11,All The Resulutions,"Well, I`m justif the paste matches the pants, you can make yourself a pair of paste pants and she won`t know the difference!",5,paste match pant pair paste pant know difference,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,22,The Screamer,Bye!,3,bye,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,8,The Thanksgiving Flashbacks,"Yeah, you know what we should all do? We should play that game where everyone says one thing that they`re thankful for.",5,yeah know play game say thing thankful,"[-0.4, 0.4, 0.0, 0.325, 0.675, 0.8074]",-0.4,0.4,0.0,0.325,0.675,0.8074
Rachel,19,Rachel`s Dream,"Hey, so you guys, the funniest thing happened, at work...",9,hey guy funniest thing happen work,"[0.0, 0.0, 0.0, 0.581, 0.419, 0.5574]",0.0,0.0,0.0,0.581,0.419,0.5574
Chandler,11,Mrs. Bing,"Y`know, of all my friends, no-one knows the crap I go through with my mom more than you.",1,friend know crap mom,"[-0.8, 0.8, 0.333, 0.256, 0.41, 0.1531]",-0.8,0.8,0.333,0.256,0.41,0.1531
Phoebe,20,The Soap Opera Party,"I know, I know, we can drive, we can vote, we can work, what more do these broads want?",9,know know drive vote work broad want,"[0.0625, 0.3125, 0.0, 0.822, 0.178, 0.0772]",0.0625,0.3125,0.0,0.822,0.178,0.0772
Phoebe,7,The Race Car Bed,"Eh, Monica it, it feels so weird, y`know, Chandler`s your friend... (hops onto the bed) Oh! Oh my God! Aw, all right take this bed, you can make other friends.",3,eh monica feel weird friend hop bed oh oh god aw right bed friend,"[-0.10714285714285715, 0.7678571428571428, 0.084, 0.495, 0.421, 0.7783]",-0.10714285714285715,0.7678571428571428,0.084,0.495,0.421,0.7783
Rachel,23,In Vegas,I bet 20.,5,bet,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,23,In Vegas,Are you sure you weren`t (pause) looking at your hands in a mirror?,5,sure pause look hand mirror,"[0.5, 0.8888888888888888, 0.0, 0.353, 0.647, 0.6705]",0.5,0.8888888888888888,0.0,0.353,0.647,0.6705
Chandler,21,The Vows,"Oh, no, no. I just meant hypothetically.",7,oh mean hypothetically,"[-0.3125, 0.6875, 0.0, 1.0, 0.0, 0.0]",-0.3125,0.6875,0.0,1.0,0.0,0.0
Rachel,10,Russ,"Oh God, even his knock is boring.",2,oh god knock bore,"[0.0, 0.0, 0.328, 0.328, 0.344, 0.0258]",0.0,0.0,0.328,0.328,0.344,0.0258
Chandler,23,The Chicken Pox,"Alright, ok, alright. So I can`t fire Joseph but uh, I can sleep with his wife.",2,alright ok alright fire joseph uh sleep wife,"[0.5, 0.5, 0.19, 0.317, 0.492, 0.4215]",0.5,0.5,0.19,0.317,0.492,0.4215
Monica,8,Nana Dies Twice,It was a really beautiful service.,1,beautiful service,"[0.85, 1.0, 0.0, 0.204, 0.796, 0.5994]",0.85,1.0,0.0,0.204,0.796,0.5994
Rachel,6,The Baby On The Bus,Yeah. Who`s workin` for you babe?,2,yeah workin babe,"[0.0, 0.0, 0.0, 0.476, 0.524, 0.296]",0.0,0.0,0.0,0.476,0.524,0.296
Ross,13,Rosita Dies,They kept your room for a while.,7,keep room,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,8,Nana Dies Twice,"I dunno, it`s weird. I mean, I know she`s gone, but I just don`t feel, uh...",1,dunno weird mean know go feel uh,"[-0.40625, 0.84375, 0.221, 0.779, 0.0, -0.1779]",-0.40625,0.84375,0.221,0.779,0.0,-0.1779
Chandler,6,The Nap Partners,"Yeah, I just got uh, got plans.",7,yeah get uh get plan,"[0.0, 0.0, 0.0, 0.645, 0.355, 0.296]",0.0,0.0,0.0,0.645,0.355,0.296
Ross,1,No One Proposes,What about Ben?,9,ben,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,22,The Worst Best Man Ever,"Look, I gotta go pick up Ben. Everything so far sounds great Joey, just remember to keep it on the mellow side, okay? Just a couple of guys hanging out playing poker, no-no strippers or anything okay?",4,look got to pick ben far sound great joey remember mellow okay couple guy hang play poker stripper okay,"[0.45999999999999996, 0.63, 0.0, 0.593, 0.407, 0.8519]",0.45999999999999996,0.63,0.0,0.593,0.407,0.8519
Phoebe,3,Hundredth,(To Rachel) So did you ask him?,5,rachel ask,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,2,All The Kissing,"Yeah, what`s it about?",5,yeah,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.296]",0.0,0.0,0.0,0.0,1.0,0.296
Rachel,3,Heckles Dies,"Monica, let it go.",2,monica let,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,15,Ross And Rachel Take A Break,No. (Ross is standing in the doorway.) A break from us.,3,ross stand doorway break,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,9,The Rumor,Whoaheywh-wh-what do you got there? What is that? Pie?,8,wh got pie,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Joey,12,The Embryos,Weekend at Bernie`s.,4,weekend,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,9,Phoebe`s Dad,"Ooh, ooh, ooh, ooh, ooh. Ugly Naked Guy is decorating his tree. Oh my God, you should see the size of his Christmas Balls.",2,ooh ooh ooh ooh ooh ugly naked guy decorate tree oh god size christmas balls,"[-0.35, 0.7, 0.179, 0.707, 0.114, -0.296]",-0.35,0.7,0.179,0.707,0.114,-0.296
Joey,12,They`re Up All Night,Ross. I was thinking we could just go down the fire escape. (Points it out.),7,ross think fire escape point,"[0.0, 0.0, 0.338, 0.423, 0.239, -0.1779]",0.0,0.0,0.338,0.423,0.239,-0.1779
Phoebe,23,In Barbados,"No, Mike`s here.",9,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Chandler,16,The Morning After,Uh-oh.,3,uh oh,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,10,Christmas In Tulsa,"Actuary... no. Book-keeper... no. Topless dancer... (he looks down on himself, checking, then nods satisfied and marks the offer with a pen) (to Monica:) Hey, d`you know what I just realized? You are the sole wage earner. *You* are the head of the household. I don`t do anything - I`m a kept man!",9,actuary book keeper topless dancer look check nod satisfied mark offer pen monica hey know realize sole wage earner head household kept man,"[0.25, 0.625, 0.0, 0.887, 0.113, 0.4215]",0.25,0.625,0.0,0.887,0.113,0.4215
Chandler,20,Mac And C.H.E.E.S.E.,"Which I bought for ya. Taught ya how to use it. You thought it was a copier. Look, if there was anything I could do, I would do it. Okay? But everybody`s allowed one mistake, right?",6,buy ya teach ya use think copier look okay allow mistake right,"[0.39285714285714285, 0.5178571428571428, 0.158, 0.592, 0.25, 0.1027]",0.39285714285714285,0.5178571428571428,0.158,0.592,0.25,0.1027
Phoebe,20,The Wedding Dresses,"(looks at Monica) Hey, y`know what might cheer you up?",4,look monica hey cheer,"[0.0, 0.0, 0.0, 0.476, 0.524, 0.5106]",0.0,0.0,0.0,0.476,0.524,0.5106
Monica,22,The Screamer,(to Phoebe) Here you go. You can wear this. (hands her a sweater),3,phoebe wear hand sweater,"[0.0, 0.0, 0.0, 0.484, 0.516, 0.4939]",0.0,0.0,0.0,0.484,0.516,0.4939
Joey,13,Chandler Takes A Bath,"Yeah, just a crush! That`s all this is! It`s a crush! I`m Joey; I don`t get deep feelings.",8,yeah crush crush joey deep feeling,"[0.0, 0.4, 0.36, 0.225, 0.416, 0.128]",0.0,0.4,0.36,0.225,0.416,0.128
Chandler,22,The Ick Factor,What?,1,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Joey,18,In Massapequa,Yeah. Ya know what I think; I think we were all just being too negative.,8,yeah ya know think think negative,"[-0.3, 0.4, 0.374, 0.404, 0.222, -0.3612]",-0.3,0.4,0.374,0.404,0.222,-0.3612
Monica,12,The Embryos,"Chinadolor Bong, come on, we steal that TV Guide every week!",4,chinadolor bong come steal tv guide week,"[0.0, 0.0, 0.348, 0.652, 0.0, -0.4939]",0.0,0.0,0.348,0.652,0.0,-0.4939
Joey,19,Eddie Won`t Go,"No no, uh, don`t thank me for comin` in. Uh, at least let me finish. Uh, we could take the expressway but uh, this time of day you`re better off taking the budge. You were goin` for the word bridge there weren`t ya. I`ll have a good day. [gets up and leaves]",2,uh thank comin uh let finish uh expressway uh time day well take budge goin word bridge ya good day get leave,"[0.7, 0.6000000000000001, 0.045, 0.674, 0.281, 0.743]",0.7,0.6000000000000001,0.045,0.674,0.281,0.743
Rachel,7,Ross`s Library Book,Well look who`s here!,7,look,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,22,The Ick Factor,Are you`re hands still wet?,1,hand wet,"[-0.1, 0.4, 0.0, 0.238, 0.762, 0.4939]",-0.1,0.4,0.0,0.238,0.762,0.4939
Phoebe,18,The Hypnosis Tape,"What, he`s 18.",3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,9,The Birth Mother,"(looking into one of her shopping bags) Oh no! I took one of Ross` bags by mistake, and one of mine is missing.",10,look shopping bag oh take ross bag mistake miss,"[0.0, 0.0, 0.364, 0.636, 0.0, -0.4588]",0.0,0.0,0.364,0.636,0.0,-0.4588
Joey,15,Joey`s New Brain,Umm,7,umm,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Chandler,3,The Cuffs,No!,4,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Rachel,22,The Ick Factor,"So, did you shave your legs?",1,shave leg,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,4,George Stephanopoulos,"Okay, okay, okay, I got one! (She sits up and the cushion she was leaning against falls off of the balcony.) Anyway- The valentine Tommy Rollerson left in your locker was really from me.",1,okay okay okay get sit cushion lean fall balcony valentine tommy rollerson leave locker,"[0.5, 0.5, 0.071, 0.592, 0.337, 0.5423]",0.5,0.5,0.071,0.592,0.337,0.5423
Monica,1,The Jellyfish,You bet.,4,bet,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Rachel,7,Ross Finds Out,"Alright, I got it Ross.",2,alright get ross,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.25]",0.0,0.0,0.0,0.5,0.5,0.25
Rachel,3,Ross`s Tan,"No, I mean with us, you know. I mean, is it supposed to be this... difficult?",10,mean know mean suppose difficult,"[-0.375, 0.7916666666666666, 0.385, 0.615, 0.0, -0.3612]",-0.375,0.7916666666666666,0.385,0.615,0.0,-0.3612
Monica,17,"The Last One, Part I & II","Wait a minute. What about that summer during college that you lived with grandma, and you tried to make it as a dancer?",10,wait minute summer college live grandma try dancer,"[0.13636363636363635, 0.5, 0.0, 1.0, 0.0, 0.0]",0.13636363636363635,0.5,0.0,1.0,0.0,0.0
Chandler,11,The Stripper Cries,"Ross, that was 16 years ago!",10,ross year ago,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Phoebe,2,The Breast Milk,You won`t even taste it?,2,taste,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Monica,20,Rachel`s Big Kiss,Have you ever been to one of my weddings?,7,wedding,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
Ross,9,The Football,What?,3,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
Joey,9,Underdog Gets Away,I`ve gotta see this. All right Ugly Naked Guy!,1,got to right ugly naked guy,"[-0.13809523809523808, 0.6452380952380952, 0.398, 0.602, 0.0, -0.5106]",-0.13809523809523808,0.6452380952380952,0.398,0.602,0.0,-0.5106
Phoebe,3,Ross`s Denial,"Yes, Denise. Denise!",6,yes denise denise,"[0.0, 0.0, 0.0, 0.426, 0.574, 0.4019]",0.0,0.0,0.0,0.426,0.574,0.4019
Chandler,10,Russ,Hey.,2,hey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0
